student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group
160,master of education - master of business administration,Excluded,At Risk,0,Writing,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,69.25,47.97,0.09,38.33,4,Access,Non Submission,ED5880,55.26,64.68,93.36,85.56,75,Access,Attendance,LB5113,26.47,39.76,29.33,41.82,81,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Death in family,Non-IT
161,master of education - master of business administration,SRI to JCUB,At Risk,0,4R Essential Skills,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,77.91,76.76,35.79,90.88,84,Access,Non Submission,ED5880,30.52,4.63,95.4,87.33,27,Access,Non Submission,LB5113,38.9,78.16,16.9,15.16,61,No Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental health,Non-IT
162,master of education - master of business administration,SRI to JCUB,At Risk,0,Writing,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,94.37,99.18,10.26,90.22,49,Access,Non Submission,ED5880,79.43,68.04,23.79,52.46,25,Access,Attendance,LB5113,44.13,20.79,96.11,55.15,2,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in family,Non-IT
163,master of education - master of business administration,New,Conditional,0,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,69.21,53.54,44.73,13.68,72,Access,Concern for Welfare,ED5880,44.46,64.75,38.63,27.5,38,Access,Non Submission,LB5113,73.94,19.24,91.24,31.01,69,No Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Late Enrollment,Non-IT
164,master of education - master of business administration,SRI to JCUB,At Risk,0,Studiocity,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,41.38,77.78,42.16,46.26,62,No Access,Attendance,ED5880,69.67,59.36,81.91,31.22,13,Access,Attendance,LB5113,98.51,78.55,5.71,85.72,97,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Sickness,Non-IT
165,master of education - master of business administration,New,Satisfactory,1,Studiocity,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,88.92,21.11,16.46,67.45,50,Access,Concern for Welfare,ED5880,25.19,50.18,48.81,38.48,14,Access,Concern for Welfare,LB5113,81.72,26.71,73.56,76.05,32,No Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT
166,master of education - master of business administration,Excluded,Academic Caution,0,4R Essential Skills,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,39.67,1.88,25.43,58.38,20,Access,Non Submission,ED5880,53.88,76.48,53.34,94.25,25,Access,Non Submission,LB5113,11.68,46.02,28.27,65.63,41,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Mental health,Non-IT
167,master of education - master of business administration,Excluded,Excluded,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,98.54,7.72,18.96,87.06,35,Access,Concern for Welfare,ED5880,38.05,24.39,44.46,5.04,42,Access,Non Submission,LB5113,84.37,76.67,3.48,56.75,73,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Sickness,Non-IT
168,master of education - master of business administration,Continuing,Excluded,0,Writing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,90.02,24.99,83.59,53.78,49,Access,Concern for Welfare,ED5880,12.1,63.06,46.63,46.82,80,Access,Non Submission,LB5113,9.03,30.52,41.47,82.9,91,No Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Poor time management,Non-IT
169,master of education - master of business administration,Return to Study,Excluded,0,Writing,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,87.43,18.21,21.01,8.41,31,Access,Concern for Welfare,ED5880,65.48,71.23,66.84,76.62,84,Access,Non Submission,LB5113,6.88,22.83,83.2,57.17,2,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family,Non-IT
170,master of education - master of business administration,Continuing,Conditional,0,4R Essential Skills,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,24.25,94.15,10.5,91.79,33,Access,Attendance,ED5880,48.78,2.73,84.45,13.93,77,No Access,Non Submission,LB5113,93.63,85.47,91.84,9.74,26,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Poor time management,Non-IT
171,master of education - master of business administration,Excluded,Satisfactory,0,Studiocity,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,ED5097,75.21,15.49,1.14,61.75,90,Access,Non Submission,ED5880,75.62,75.49,77.81,52.15,35,Access,Attendance,LB5113,4.9,30.39,69.74,45.65,94,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in family,Non-IT
172,master of education - master of business administration,First year,Conditional,0,Studiocity,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,96.84,33.42,88.72,52.96,37,No Access,Concern for Welfare,ED5880,80.39,9.13,26.88,53.4,29,Access,Non Submission,LB5113,68.11,2.05,12.47,82.83,41,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment,Non-IT
173,master of education - master of business administration,Excluded,Academic Caution,0,Essential Skills,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,10.23,84.76,96.64,28.45,65,Access,Concern for Welfare,ED5880,86.5,89.19,60.49,94.15,16,No Access,Attendance,LB5113,99.29,85.06,89.73,23.6,34,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in family,Non-IT
174,master of education - master of business administration,Continuing,Conditional,0,Writing,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,93.91,10.47,30.12,34.22,53,Access,Attendance,ED5880,95.06,60.45,7.09,2.31,66,No Access,Concern for Welfare,LB5113,94.37,36.72,82.07,46.51,92,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Death in family,Non-IT
175,master of education - master of business administration,SRI to JCUB,Excluded,2,4R Essential Skills,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,88.07,49.77,87.47,93.96,59,Access,Non Submission,ED5880,45.53,86.85,38.05,26.05,55,Access,Non Submission,LB5113,90.44,14.45,85.62,57.51,83,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,Non-IT
176,master of education - master of business administration,Transferred,Satisfactory,0,Studiocity,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,30.4,29.53,83.73,20.1,99,Access,Non Submission,ED5880,7.25,50.13,25.35,0.98,70,No Access,Non Submission,LB5113,45.1,70.19,1.47,95.55,52,Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in family,Non-IT
177,master of education - master of business administration,Continuing,Conditional,0,Writing,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,60.62,37.18,71.61,50.37,16,Access,Attendance,ED5880,43.15,4.52,71.41,95.08,81,No Access,Non Submission,LB5113,87.38,28.01,50.63,35.81,52,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness,Non-IT
178,master of education - master of business administration,Excluded,Excluded,0,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,68.63,78.37,17.41,16.18,23,Access,Attendance,ED5880,54.36,97.45,69.68,75.08,41,Access,Non Submission,LB5113,13.16,50.07,74.97,1.04,52,No Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in family,Non-IT
179,master of education - master of business administration,New,Conditional,0,Referencing,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,48.6,90.6,83.27,33.69,58,Access,Non Submission,ED5880,86.6,34.26,98.89,42.7,46,No Access,Concern for Welfare,LB5113,43.23,18.57,33.53,81.48,62,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Poor time management,Non-IT
180,master of education - master of business administration,Return to Study,Academic Caution,0,Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,ED5097,97.06,19.82,7.57,22.63,36,No Access,Non Submission,ED5880,59.18,15.53,66.15,92.94,71,Access,Attendance,LB5113,18.55,56.11,64.85,56.26,17,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health,Non-IT
181,master of education - master of business administration,First year,Conditional,0,4R Essential Skills,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,32.27,89.02,71.5,10.36,53,Access,Non Submission,ED5880,35.47,72.69,48.96,26.82,9,Access,Concern for Welfare,LB5113,60.5,13.67,53.45,39.56,93,No Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,Non-IT
182,master of education - master of business administration,New,Satisfactory,3,Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,16.14,82.76,29.59,45.04,87,Access,Non Submission,ED5880,2.2,89.83,14.02,65.11,42,Access,Attendance,LB5113,60.06,98.15,8.07,67.82,79,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment,Non-IT
183,master of education - master of business administration,Transferred,At Risk,0,Referencing,Lecturer,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,96.75,85.15,42.03,81.0,56,Access,Concern for Welfare,ED5880,70.87,54.26,48.03,64.03,3,Access,Non Submission,LB5113,10.44,50.83,96.89,17.27,41,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Late Enrollment,Non-IT
184,master of education - master of business administration,LOA,Conditional,0,Studiocity,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,ED5097,81.91,60.08,14.16,32.27,52,Access,Concern for Welfare,ED5880,67.55,83.02,51.16,75.79,38,Access,Non Submission,LB5113,55.63,12.51,81.91,33.06,81,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Sickness,Non-IT
185,master of education - master of business administration,LOA,At Risk,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,55.92,59.95,1.22,55.01,100,Access,Non Submission,ED5880,45.03,25.5,50.0,38.25,29,Access,Attendance,LB5113,68.98,69.89,25.06,18.89,35,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment,Non-IT
186,master of education - master of business administration,LOA,Academic Caution,0,Writing,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,73.47,67.06,42.52,68.5,98,No Access,Concern for Welfare,ED5880,20.11,16.31,71.9,50.77,17,Access,Attendance,LB5113,33.13,44.09,56.73,30.45,26,Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Mental health,Non-IT
187,master of education - master of business administration,Return to Study,Conditional,0,Referencing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,43.54,12.81,96.03,23.05,71,No Access,Non Submission,ED5880,35.86,45.39,62.27,22.5,13,Access,Non Submission,LB5113,64.63,61.83,55.33,57.21,98,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Sickness,Non-IT
188,master of education - master of business administration,LOA,Satisfactory,0,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,13.46,24.6,9.44,2.23,18,No Access,Concern for Welfare,ED5880,7.14,80.83,66.72,18.44,97,Access,Attendance,LB5113,93.63,88.09,2.79,36.05,25,No Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Death in family,Non-IT
189,master of education - master of business administration,First year,At Risk,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,3.13,18.87,5.43,13.34,66,Access,Non Submission,ED5880,15.51,36.12,32.14,92.71,84,Access,Attendance,LB5113,3.19,67.01,15.13,87.68,88,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Sickness,Non-IT
190,master of education - master of business administration,SRI to JCUB,Academic Caution,0,Referencing,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,98.97,98.61,99.68,24.15,8,Access,Attendance,ED5880,34.58,18.62,29.04,22.96,32,Access,Attendance,LB5113,48.63,90.69,90.94,32.42,63,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,Non-IT
191,master of education - master of business administration,Transferred,Conditional,0,Writing,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,86.67,24.6,60.96,42.74,27,Access,Non Submission,ED5880,48.37,92.39,31.24,22.76,50,Access,Attendance,LB5113,64.49,35.79,46.74,88.51,49,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management,Non-IT
192,master of education - master of business administration,Continuing,Academic Caution,0,4R Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,74.13,62.14,26.27,29.26,99,Access,Attendance,ED5880,0.39,67.7,76.69,73.37,5,Access,Concern for Welfare,LB5113,19.69,36.63,32.67,81.62,16,Access,Concern for Welfare,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Sickness,Non-IT
