student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_4_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues
212,Master of Information Technology,SRI to JCUB,Conditional,,Referencing,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,18.05,87.86,90.55,60.48,43,Access,Concern for Welfare,,4.74,92.1,99.99,18.52,100,Access,Non Submission,,20.53,15.35,95.17,30.41,62,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Death in family
213,Master of Information Technology,Return to Study,At Risk,,Essential Skills,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,,13.88,65.32,81.75,74.1,33,No Access,Concern for Welfare,,95.11,52.08,94.94,25.39,0,Access,Concern for Welfare,,2.93,49.5,63.95,86.65,98,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Sickness
214,Master of Information Technology,SRI to JCUB,Conditional,,Studiocity,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,69.52,75.94,78.26,10.38,50,No Access,Non Submission,,67.62,13.82,63.9,51.45,53,Access,Concern for Welfare,,23.42,53.16,35.77,42.84,23,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management
215,Master of Information Technology,LOA,Academic Caution,CP5639,Studiocity,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,36.8,40.38,35.0,1.06,48,No Access,Attendance,,99.09,61.75,5.74,19.12,31,Access,Concern for Welfare,,23.8,49.76,77.27,61.14,8,No Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management
216,Master of Information Technology,LOA,Satisfactory,,Referencing,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,31.72,19.33,6.25,60.08,85,Access,Non Submission,,34.71,19.73,10.0,8.49,23,No Access,Attendance,,78.55,76.92,52.39,18.2,39,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in family
217,Master of Information Technology,First year,Satisfactory,,Studiocity,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,30.39,69.13,30.07,43.19,77,Access,Non Submission,,70.83,51.79,2.62,90.1,89,No Access,Non Submission,,34.96,5.22,65.99,23.46,29,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Poor time management
218,Master of Information Technology,Continuing,At Risk,,4R Essential Skills,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,53.56,2.37,23.32,73.4,25,Access,Concern for Welfare,,99.75,0.55,45.96,64.25,76,No Access,Attendance,,51.07,51.33,7.09,94.29,4,Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Mental health
219,Master of Information Technology,Continuing,Satisfactory,,Essential Skills and Reading,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,18.7,65.32,21.61,18.41,73,Access,Non Submission,,55.49,42.9,10.1,64.79,9,Access,Non Submission,,70.1,43.19,64.73,63.04,92,Access,Attendance,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Mental health
220,Master of Information Technology,Excluded,Satisfactory,,4R Essential Skills,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,95.76,31.46,73.66,65.63,9,No Access,Concern for Welfare,,88.59,30.59,77.05,19.71,30,Access,Non Submission,,90.33,84.08,70.59,6.36,84,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Sickness
221,Master of Information Technology,SRI to JCUB,Satisfactory,,Referencing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,17.09,6.77,72.03,59.99,62,No Access,Non Submission,,33.36,29.84,11.81,94.48,99,Access,Concern for Welfare,,18.76,19.98,95.95,17.24,56,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management
222,Master of Information Technology,Transferred,Satisfactory,,Essential Skills,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,41.7,28.61,96.78,35.22,14,Access,Concern for Welfare,,46.84,10.32,12.03,51.46,21,Access,Concern for Welfare,,19.83,33.75,3.74,42.06,78,No Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Mental health
223,Master of Information Technology,First year,Academic Caution,,4R Essential Skills,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,,69.76,17.87,63.02,70.51,1,No Access,Non Submission,,36.75,26.04,60.06,18.11,5,Access,Concern for Welfare,,3.19,10.29,99.25,88.56,70,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late Enrollment
224,Master of Information Technology,Return to Study,Excluded,,Writing,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,79.54,90.96,57.3,56.0,84,No Access,Concern for Welfare,,45.41,37.28,78.14,39.32,12,Access,Attendance,,68.4,27.08,84.86,75.52,21,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in family
225,Master of Information Technology,Return to Study,Conditional,,4R Essential Skills,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,49.28,17.27,76.8,36.97,3,Access,Non Submission,,89.98,55.69,56.59,4.57,39,Access,Concern for Welfare,,55.06,21.73,0.97,41.31,46,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Sickness
226,Master of Information Technology,Continuing,Excluded,,Referencing,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,21.9,24.51,27.9,7.98,32,Access,Non Submission,,14.51,71.47,28.28,65.81,2,No Access,Non Submission,,70.0,25.8,51.26,86.31,33,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management
227,Master of Information Technology,SRI to JCUB,Satisfactory,,Referencing,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,57.58,45.74,72.02,96.14,70,Access,Attendance,,55.39,45.98,22.65,53.05,25,Access,Non Submission,,75.83,85.88,65.17,98.53,49,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment
228,Master of Information Technology,Transferred,Academic Caution,,Essential Skills and Reading,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,89.28,85.4,64.36,4.44,93,Access,Non Submission,,32.05,18.93,54.28,76.1,51,Access,Concern for Welfare,,57.85,40.26,9.99,78.56,40,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Death in family
229,Master of Information Technology,Excluded,Academic Caution,,Writing,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,48.84,81.56,60.33,73.56,4,Access,Concern for Welfare,,70.59,26.71,9.87,29.56,64,Access,Non Submission,,19.9,65.84,4.95,99.26,84,Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in family
230,Master of Information Technology,New,Conditional,,Writing,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,22.64,23.68,90.45,47.92,44,No Access,Attendance,,58.49,86.96,29.46,92.86,38,Access,Non Submission,,2.58,21.8,1.84,90.31,65,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Sickness
231,Master of Information Technology,Continuing,Academic Caution,,Studiocity,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,57.7,83.38,96.82,43.48,7,Access,Attendance,,47.55,30.62,73.7,23.15,62,No Access,Non Submission,,58.79,50.81,80.36,72.27,28,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment
232,Master of Information Technology,LOA,Conditional,,Writing,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,77.55,93.39,53.64,54.61,7,Access,Non Submission,,89.06,67.42,91.62,46.85,54,Access,Concern for Welfare,,15.45,63.78,87.96,9.18,59,No Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Late Enrollment
233,Master of Information Technology,Transferred,At Risk,CP5639,Essential Skills and Reading,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,32.86,40.56,24.42,73.91,77,Access,Non Submission,,71.04,57.29,87.39,92.08,37,Access,Non Submission,,24.17,34.89,17.02,88.59,3,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Sickness
234,Master of Information Technology,Transferred,Conditional,,Essential Skills and Reading,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,92.03,31.66,94.33,15.49,52,Access,Non Submission,,65.95,9.39,8.33,12.07,78,Access,Attendance,,76.54,27.42,87.05,96.03,13,Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Mental health
235,Master of Information Technology,Return to Study,Satisfactory,,Referencing,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,11.12,50.38,37.04,75.09,99,No Access,Attendance,,5.17,51.4,38.92,31.78,89,Access,Attendance,,68.53,60.09,92.08,91.18,72,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health
236,Master of Information Technology,New,At Risk,,Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,21.02,82.14,8.52,55.75,45,Access,Concern for Welfare,,30.55,67.63,79.61,80.2,98,No Access,Concern for Welfare,,63.71,83.1,82.17,91.44,64,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Death in family
237,Master of Information Technology,First year,Conditional,,Essential Skills,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,43.27,72.22,74.51,98.66,21,Access,Attendance,,56.38,77.78,38.42,75.96,97,Access,Concern for Welfare,,0.94,77.77,9.14,61.36,29,Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Mental health
238,Master of Information Technology,First year,Satisfactory,,Referencing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,57.7,3.3,28.53,46.19,35,Access,Attendance,,53.92,89.16,57.8,74.0,0,No Access,Concern for Welfare,,45.46,46.58,39.08,93.99,43,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment
239,Master of Information Technology,First year,Academic Caution,,Referencing,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,36.44,58.04,96.29,58.12,33,Access,Non Submission,,86.66,91.33,88.07,94.53,47,Access,Concern for Welfare,,54.25,31.87,59.18,21.57,39,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Death in family
240,Master of Information Technology,First year,Academic Caution,CP5633,Writing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,20.44,7.18,97.43,24.92,32,Access,Attendance,,72.13,18.54,39.09,8.64,37,Access,Non Submission,,24.26,17.77,80.52,35.81,72,No Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Mental health
241,Master of Information Technology,Continuing,Excluded,,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,30.79,94.38,23.0,93.28,37,Access,Concern for Welfare,,76.39,99.52,18.03,5.53,34,No Access,Attendance,,78.28,15.12,29.72,98.52,0,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in family
242,Master of Information Technology,Transferred,Academic Caution,,Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,27.13,26.6,84.56,95.16,60,Access,Concern for Welfare,,67.04,66.63,23.84,57.46,30,Access,Concern for Welfare,,1.91,33.18,26.81,5.63,85,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management
243,Master of Information Technology,LOA,Academic Caution,,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,43.23,15.76,16.37,63.54,3,Access,Concern for Welfare,,51.81,67.58,24.34,96.0,80,Access,Attendance,,22.19,42.41,48.94,60.86,35,Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Late Enrollment
244,Master of Information Technology,First year,At Risk,,4R Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,30.99,5.17,25.05,4.72,88,Access,Concern for Welfare,,62.64,4.81,55.95,39.59,35,Access,Attendance,,46.67,65.66,50.73,68.79,7,Access,Concern for Welfare,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Poor time management
245,Master of Information Technology,Transferred,At Risk,,Essential Skills and Reading,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,33.44,10.11,83.73,36.11,63,Access,Concern for Welfare,,48.52,67.74,32.81,67.75,12,Access,Concern for Welfare,,72.76,75.95,79.43,49.33,16,No Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Poor time management
246,Master of Information Technology,LOA,Conditional,,4R Essential Skills,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,92.26,65.45,81.91,5.8,8,No Access,Attendance,,61.47,37.51,97.53,72.92,52,No Access,Attendance,,95.42,85.71,30.9,7.89,53,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Late Enrollment
247,Master of Information Technology,New,Academic Caution,,Essential Skills,Lecturer,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,83.47,11.98,63.87,50.43,58,Access,Attendance,,95.95,69.55,8.89,55.42,94,Access,Non Submission,,91.24,74.49,25.19,67.21,14,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health
